Time_Index,Load_HSC_Tonne_z1,Load_HSC_Tonne_z2,Load_HSC_Tonne_z3
1032,23.7,12,8.4
1033,18.4,9.8,6.3
1034,15.8,8.8,5.3
1035,17.2,9.4,5.9
1036,14.5,8.3,4.9
1037,14.6,8.4,5
1038,15,8.6,5.1
1039,16.3,9.1,5.7
1040,20.6,10.7,7.2
1041,28.5,13.6,9.7
1042,30.5,14.3,10.4
1043,30.2,14.1,10.4
1044,27.4,12.8,9.3
1045,26.1,12.4,9
1046,27.1,12.6,9.3
1047,25.2,11.8,8.6
1048,23.9,11.3,8.1
1049,26,12.4,8.9
1050,22.1,11.3,7.7
1051,32.9,15.8,11.6
1052,35.1,16.6,12.3
1053,27.3,13.3,9.6
1054,27.5,13.5,9.7
1055,25.7,12.8,9.1
1056,26.9,13.4,9.6
1057,18.5,10,6.5
1058,17.9,9.7,6.2
1059,14,8.1,4.8
1060,13.5,7.9,4.7
1061,13.5,7.8,4.7
1062,13.9,8,4.9
1063,15,8.4,5.3
1064,22.6,11.3,8.1
1065,29.4,13.7,10.2
1066,46.1,20.5,16.3
1067,27.9,12.8,9.7
1068,26.9,12.3,9.4
1069,24.2,11.2,8.5
1070,27,12.3,9.4
1071,25.1,11.4,8.7
1072,23.5,10.8,8.2
1073,21.7,10.3,7.6
1074,33.8,15.7,12.1
1075,25.3,12.2,9
1076,20.2,9.9,7.1
1077,29,13.6,10.4
1078,30.1,14.1,10.9
1079,23.7,11.6,8.6
1080,21.6,10.7,7.8
1081,16.5,8.6,5.8
1082,16.2,8.5,5.7
1083,16,8.4,5.6
1084,15.4,8.1,5.4
1085,11.4,6.5,4
1086,11.3,6.4,4
1087,12.3,6.8,4.5
1088,16.2,8.2,5.9
1089,19.3,9,6.7
1090,32.1,14.2,11.3
1091,26.3,11.7,9.2
1092,26.4,11.7,9.2
1093,25,11.2,8.8
1094,17,7.8,5.9
1095,21.5,9.6,7.5
1096,20.4,9.3,7.2
1097,19.2,9,6.8
1098,30.6,14,11
1099,26.3,12.3,9.4
1100,27.1,12.6,9.7
1101,21.1,10.1,7.6
1102,21,10.1,7.6
1103,14.7,7.6,5.4
1104,10.4,5.8,3.7
1105,11.7,6.4,4.2
1106,10.1,5.7,3.6
1107,10.1,5.7,3.6
1108,10,5.7,3.6
1109,10.1,5.7,3.6
1110,10.3,5.8,3.8
1111,10.9,6.1,4.1
1112,11.6,6.4,4.5
1113,12.2,6.6,4.6
1114,20.2,9.8,7.5
1115,17.8,8.7,6.6
1116,17.8,8.6,6.6
1117,14.1,7.1,5.3
1118,16,7.8,6
1119,21.5,10.2,8
1120,19.3,9.3,7.1
1121,14.2,7.2,5.2
1122,13,6.9,4.8
1123,15,7.7,5.5
1124,18.4,9.1,6.7
1125,22.2,10.6,8.1
1126,19.8,9.6,7.2
1127,17.2,8.6,6.3
1128,12.2,6.5,4.4
1129,14.3,7.4,5
1130,15.4,7.9,5.3
1131,13.3,7.1,4.6
1132,10.6,6,3.7
1133,10.7,6,3.7
1134,10.8,6.1,3.8
1135,10.9,6.2,3.8
1136,12.5,6.9,4.3
1137,12,6.7,4.1
1138,17.2,8.9,6.2
1139,14.7,7.8,5.5
1140,17.3,8.9,6.5
1141,19.5,9.8,7.3
1142,15.2,8,5.7
1143,27.8,13.1,10.3
1144,28.2,13.3,10.4
1145,25.9,12.4,9.4
1146,23.8,11.6,8.5
1147,23.8,11.6,8.5
1148,20.5,10.2,7.2
1149,20.4,10.1,7.2
1150,24.2,11.7,8.6
1151,21.2,10.5,7.6
1152,29.1,13.8,10.4
1153,25,12.2,8.9
1154,16.2,8.6,5.6
1155,11.3,6.5,3.9
1156,11.3,6.5,3.9
1157,11.4,6.6,3.9
1158,11.8,6.8,4.1
1159,12.9,7.2,4.5
1160,17.7,8.9,5.9
1161,21.9,10.4,7.2
1162,24.3,11.2,8.1
1163,23.2,10.7,7.9
1164,25.1,11.5,8.6
1165,24.6,11.3,8.5
1166,29.6,13.3,10.3
1167,25.2,11.4,8.7
1168,23,10.6,7.9
1169,29.2,13.4,10.2
1170,24.7,11.9,8.7
1171,30.9,14.5,11
1172,33.8,15.7,12
1173,49.8,22.3,17.8
1174,33.6,15.7,12
1175,35.5,16.6,12.7
1176,27.5,13.3,9.7
1177,26.1,12.8,9.2
1178,25.1,12.4,8.9
1179,20.5,10.5,7.2
1180,17.1,9.1,6
1181,16.7,9,5.9
1182,13,7.5,4.6
1183,13.8,7.8,4.9
1184,16.6,8.8,5.9
1185,22.9,11,7.9
1186,34,15.5,11.9
1187,30.2,13.8,10.5
1188,26,12,9
1189,20.1,9.6,6.9
1190,21.6,10.1,7.5
1191,18.7,8.9,6.4
1192,18.1,8.7,6.2
1193,20.5,10,7.1
1194,25.8,12.6,9.2
1195,24.2,11.9,8.5
1196,26.3,12.7,9.3
1197,21.1,10.5,7.4
1198,18.6,9.6,6.6
1199,23.8,11.9,8.5
1200,19.8,10.2,7
1201,22.8,11.6,8
1202,26.3,13,9.3
1203,22.7,11.5,8
1204,14.8,8.3,5.1
1205,12.2,7.2,4.2
1206,12.6,7.4,4.4
1207,13.8,7.8,4.8
1208,18.2,9.4,6.4
1209,19.3,9.5,6.6
1210,32.5,14.9,11.3
1211,29,13.3,10.1
1212,22.6,10.6,7.7
1213,23.7,11.1,8.2
1214,22.1,10.3,7.6
1215,29.1,13.2,10.1
1216,23.1,10.7,7.9
1217,34.1,15.5,12
1218,36.6,17,13
1219,26.5,12.8,9.3
1220,23.8,11.6,8.3
1221,21.8,10.8,7.6
1222,22.4,11.1,7.9
1223,19.6,10.1,6.9
1224,13.9,7.7,4.8
1225,15.3,8.4,5.2
1226,12.7,7.3,4.2
1227,12.6,7.3,4.2
1228,12.5,7.2,4.2
1229,12.6,7.3,4.3
1230,13,7.4,4.4
1231,14.1,7.9,4.9
1232,20.5,10.3,7.2
1233,29.1,13.5,10.1
1234,42.9,19.1,15
1235,30.3,13.7,10.5
1236,20.6,9.6,6.9
1237,19.2,9.1,6.5
1238,20.7,9.6,7
1239,20.2,9.3,6.8
1240,28.5,12.8,9.8
1241,30.2,13.8,10.5
1242,23.4,11.3,8.1
1243,33.7,15.6,11.8
1244,41.3,18.6,14.6
1245,35.2,16,12.4
1246,19.4,9.6,6.7
1247,14.8,7.8,5.1
1248,22.9,11.2,8
1249,18.2,9.2,6.2
1250,16.3,8.5,5.5
1251,13.9,7.5,4.7
1252,11.3,6.4,3.7
1253,11.4,6.4,3.8
1254,11.8,6.5,3.9
1255,12.8,6.9,4.3
1256,16.7,8.3,5.7
1257,27.5,12.4,9.4
1258,26.6,11.9,9.1
1259,24.7,11.1,8.4
1260,18.8,8.6,6.3
1261,17.8,8.2,6
1262,17.7,8.1,5.9
1263,19.8,9,6.7
1264,19.3,8.9,6.5
1265,30.2,13.6,10.5
1266,33.2,15.2,11.6
1267,32.1,14.8,11.2
1268,31.2,14.4,10.9
1269,27,12.7,9.4
1270,25,11.9,8.7
1271,23.3,11.3,8.1
1272,21.5,10.7,7.4
1273,18.5,9.5,6.4
1274,12.3,7,4.2
1275,12.3,7,4.2
1276,12.4,7.1,4.2
1277,12.6,7.2,4.3
1278,12.9,7.4,4.5
1279,13.6,7.8,4.8
1280,14.4,8.2,5.3
1281,15,8.4,5.4
1282,20.2,10.5,7.3
1283,18.3,9.6,6.6
1284,20.3,10.4,7.3
1285,26.1,12.8,9.4
1286,31.4,14.9,11.4
1287,35,16.4,12.6
1288,25.2,12.4,9.1
1289,24.9,12.4,8.9
1290,24.6,12.4,8.7
1291,27.3,13.6,9.6
1292,17.7,9.5,6.1
1293,15.5,8.6,5.4
1294,16,8.8,5.6
1295,14.5,8.3,5
1296,14.4,8.2,4.9
1297,14.3,8.2,4.7
1298,14.5,8.3,4.7
1299,14.5,8.4,4.8
1300,14.5,8.4,4.8
1301,14.5,8.4,4.8
1302,14.8,8.5,4.9
1303,15.2,8.8,5.1
1304,15.4,8.9,5.1
1305,15.3,8.9,5
1306,21.4,11.4,7.4
1307,24.5,12.6,8.8
1308,22,11.5,7.9
1309,25.2,12.8,9.1
1310,24.2,12.3,8.7
1311,26.1,13,9.4
1312,19.4,10.3,6.9
1313,25.7,12.9,9.1
1314,21.7,11.4,7.4
1315,25.4,13,8.8
1316,26.4,13.3,9.1
1317,27.1,13.5,9.3
1318,28.3,14,9.8
1319,18.3,9.9,6.3
1320,15,8.6,5.1
1321,14.8,8.6,4.9
1322,14.9,8.6,4.9
1323,14.8,8.7,4.9
1324,14.7,8.6,4.8
1325,14.7,8.6,4.9
1326,15.1,8.8,5
1327,18.9,10.4,6.4
1328,18.5,10,6
1329,28.9,14,9.5
1330,30.7,14.6,10.2
1331,31.5,14.8,10.7
1332,36.3,16.8,12.5
1333,27.9,13.3,9.5
1334,30.4,14.2,10.4
1335,26.5,12.5,9
1336,23.6,11.4,7.9
1337,26.3,12.8,9
1338,38.9,18.5,13.7
1339,39.2,18.6,13.8
1340,39.7,18.7,13.9
1341,34.9,16.7,12.2
1342,33.7,16.3,11.8
1343,29.9,14.9,10.4
1344,27,13.7,9.3
1345,29,14.6,10
1346,28.3,14.3,9.7
1347,22.3,11.8,7.5
1348,19.8,10.8,6.6
1349,19.8,10.8,6.7
1350,18.9,10.5,6.4
1351,16.9,9.6,5.6
1352,24.5,12.6,8.4
1353,39,18.3,13.4
1354,35.7,16.8,12.2
1355,24.2,11.9,8
1356,25.2,12.2,8.4
1357,24.9,12.1,8.4
1358,26.4,12.6,8.9
1359,22.2,10.8,7.3
1360,27.2,12.9,9.2
1361,28.9,13.9,9.8
1362,29.1,14.5,10
1363,37.9,18.2,13.1
1364,27.4,13.7,9.3
1365,23.1,11.8,7.8
1366,32.4,15.8,11.2
1367,31.2,15.5,10.8
1368,27.4,14,9.4
1369,20,11,6.7
1370,15.7,9.2,5.1
1371,15.4,9.1,5
1372,15.4,9.1,5
1373,15.4,9.1,5
1374,15.8,9.3,5.2
1375,17,9.9,5.6
1376,29.2,14.7,10.1
1377,28.2,14,9.5
1378,27.3,13.5,9.1
1379,31.8,15.3,10.8
1380,28.7,13.9,9.7
1381,27.4,13.4,9.3
1382,26.3,12.8,8.9
1383,27.2,13.1,9.2
1384,26.2,12.8,8.8
1385,35.4,16.8,12.2
1386,36.1,17.6,12.5
1387,40.1,19.3,13.9
1388,34.5,16.9,11.9
1389,29,14.5,9.9
1390,22.6,11.9,7.6
1391,34.9,17.2,12.1
1392,28.5,14.6,9.8
1393,15.9,9.5,5.3
1394,15.4,9.3,5
1395,15.3,9.3,5
1396,15.3,9.3,5
1397,15.3,9.3,5.1
1398,15.7,9.5,5.2
1399,18.2,10.5,6.2
1400,27.2,14.1,9.4
1401,27.2,13.7,9.2
1402,40.7,19.2,14
1403,31,15,10.5
1404,30.6,14.7,10.4
1405,23.8,11.9,8
1406,24.9,12.2,8.4
1407,27,13,9.1
1408,22.8,11.3,7.6
1409,25.4,12.7,8.6
1410,27.8,14.1,9.5
1411,32.5,16.2,11.2
1412,33,16.2,11.4
1413,34.3,16.7,11.9
1414,28.3,14.2,9.8
1415,23.3,12.3,8
1416,16.3,9.5,5.4
1417,16.7,9.7,5.6
1418,15.2,9.1,5
1419,15.1,9,5
1420,15,9,5
1421,15.1,9,5
1422,15.5,9.2,5.2
1423,16.8,9.7,5.7
1424,24,12.5,8.4
1425,32.4,15.6,11.1
1426,36.9,17.4,12.7
1427,25.2,12.4,8.5
1428,23.6,11.6,7.9
1429,30.5,14.5,10.6
1430,26,12.5,8.9
1431,25.3,12.1,8.7
1432,25.3,12.2,8.7
1433,22.3,11.2,7.7
1434,22.7,11.7,7.9
1435,27.1,13.6,9.4
1436,39.7,18.7,14
1437,47.3,21.8,16.8
1438,39.6,18.6,14
1439,35.7,17.1,12.6
1440,31.8,15.5,11.2
1441,29.4,14.5,10.2
1442,23.5,12.1,8
1443,21.7,11.3,7.4
1444,17.7,9.6,5.9
1445,16.5,9.1,5.6
1446,13.6,7.9,4.6
1447,14,8.2,4.8
1448,14.7,8.4,5.2
1449,15.1,8.5,5.3
1450,18.2,9.7,6.4
1451,17,9.1,6
1452,15.1,8.2,5.3
1453,20.8,10.5,7.4
1454,18.8,9.6,6.7
1455,21.9,10.8,7.8
1456,18.7,9.5,6.6
1457,20,10.1,7
1458,23.1,11.5,8.1
1459,19.2,9.9,6.7
1460,17.8,9.3,6.1
1461,17.1,8.9,6
1462,12.9,7.2,4.4
1463,13.6,7.5,4.7
1464,18.4,9.5,6.4
1465,16.7,8.8,5.6
1466,16.7,8.8,5.6
1467,18.5,9.6,6.2
1468,16.8,8.9,5.6
1469,14.3,7.8,4.8
1470,11.8,6.8,3.9
1471,12.1,6.9,4
1472,15.6,8.5,5.3
1473,18.1,9.5,6.2
1474,16.9,8.9,5.8
1475,19.9,10.1,7.2
1476,15.9,8.4,5.8
1477,16,8.4,5.8
1478,20.2,10,7.3
1479,20.2,10,7.3
1480,16.8,8.6,6
1481,19.3,9.6,6.8
1482,28.2,13.4,9.8
1483,31.3,14.7,11
1484,29.8,13.9,10.4
1485,25.2,12,8.7
1486,16.6,8.4,5.6
1487,16.2,8.3,5.5
1488,15.6,8.1,5.3
1489,13.5,7.3,4.7
1490,12.6,6.9,4.3
1491,11,6.3,3.7
1492,10.8,6.2,3.7
1493,10.9,6.2,3.7
1494,11.1,6.3,3.8
1495,13.3,7.2,4.5
1496,19.1,9.3,6.3
1497,25.2,11.6,8.4
1498,32.5,14.5,11.1
1499,25.2,11.4,8.6
1500,25.3,11.3,8.6
1501,19.6,9,6.7
1502,19.4,8.9,6.6
1503,22.1,10,7.6
1504,22.2,10.1,7.6
1505,22.5,10.4,7.8
1506,22.1,10.7,7.8
1507,24.3,11.7,8.7
1508,18.2,9.1,6.4
1509,17.1,8.6,6
1510,17.7,8.9,6.3
1511,25.7,12.4,9.3
1512,19.5,9.9,7
1513,10.8,6.3,3.8
1514,12.8,7.2,4.5
1515,15.2,8.2,5.4
1516,15.3,8.3,5.4
1517,15.4,8.3,5.5
1518,15.8,8.5,5.7
1519,19.2,9.9,7
1520,22.7,11.1,8.2
1521,23.7,11.2,8.3
1522,22.1,10.5,7.7
1523,23.5,10.9,8.2
1524,18.8,8.9,6.5
1525,18.8,9,6.6
1526,32.2,14.4,11.4
1527,29.5,13.2,10.4
1528,28.5,12.9,10
1529,28.7,13.2,10.1
1530,33,15.4,11.8
1531,44.2,20.1,15.9
1532,29.3,13.8,10.4
1533,23.1,11.2,8.2
1534,17.1,8.8,6.1
1535,22.7,11.2,8.2
1536,16.6,8.7,5.9
1537,19.7,10,6.8
1538,20.9,10.6,7.2
1539,17.7,9.2,6
1540,16.4,8.7,5.6
1541,16.5,8.7,5.6
1542,16.3,8.6,5.6
1543,13.7,7.5,4.6
1544,17.1,8.7,5.9
1545,22.2,10.5,7.4
1546,24.7,11.3,8.3
1547,23.6,10.8,7.9
1548,25.9,11.7,8.7
1549,30.9,13.8,10.6
1550,46.3,20.1,16.2
1551,37.3,16.3,12.9
1552,26.4,11.9,8.9
1553,22.2,10.4,7.4
1554,19.9,9.8,6.7
1555,31.5,14.7,10.8
1556,25,11.9,8.4
1557,23,11,7.8
1558,18.7,9.3,6.2
1559,17,8.8,5.6
1560,25.8,12.5,8.8
1561,17.6,9.2,6
1562,17.3,9.1,5.8
1563,13.9,7.7,4.6
1564,12.6,7.2,4.1
1565,12.6,7.2,4.1
1566,13,7.4,4.3
1567,14.2,7.9,4.8
1568,18,9.3,6.2
1569,23.4,11.2,7.8
1570,24.1,11.4,8
1571,21.6,10.3,7.1
1572,25.5,11.8,8.6
1573,24.8,11.6,8.4
1574,24.3,11.3,8.2
1575,24.4,11.3,8.2
1576,22.6,10.6,7.6
1577,23.3,11.3,7.9
1578,29.3,14.2,10.2
1579,27.5,13.5,9.5
1580,23.8,11.9,8.1
1581,22.7,11.4,7.8
1582,22.4,11.4,7.7
1583,23.2,12,8.1
1584,20.5,10.9,7.1
1585,16.8,9.5,5.7
1586,13.2,8,4.3
1587,13.1,8.1,4.3
1588,13.1,8.1,4.3
1589,13.3,8.2,4.4
1590,13.7,8.4,4.6
1591,15,9,5.1
1592,19,10.5,6.6
1593,22.5,11.7,7.6
1594,28.1,13.9,9.6
1595,28.3,13.8,9.7
1596,35.3,16.7,12.3
1597,34.1,16.2,11.9
1598,25.8,12.7,8.9
1599,28.3,13.7,9.9
1600,24.3,12.1,8.4
1601,29.9,14.8,10.5
1602,33.3,16.6,11.8
1603,25.8,13.6,9.1
1604,28.7,14.6,10.1
1605,27.9,14.2,9.8
1606,29.1,14.8,10.3
1607,22,12,7.8
1608,18.2,10.4,6.3
1609,15.2,9.3,5.2
1610,22.4,12.3,7.8
1611,18.7,10.8,6.4
1612,18.3,10.6,6.3
1613,14.3,9,4.9
1614,14.2,9,4.9
1615,14.8,9.4,5.2
1616,19.1,11.2,6.9
1617,22.4,12.5,8
1618,18.1,10.6,6.4
1619,16.7,9.9,5.9
1620,21.2,11.6,7.6
1621,20.8,11.4,7.5
1622,16.6,9.6,6
1623,14.7,8.8,5.3
1624,19.5,10.8,7
1625,27.9,14.4,10
1626,20,11.4,7.1
1627,23.1,12.7,8.2
1628,20.1,11.3,7.1
1629,18.1,10.4,6.5
1630,15.1,9.2,5.3
1631,20.1,11.4,7.2
1632,28.9,15,10.3
1633,28.7,15,10.3
1634,19.6,11.3,6.9
1635,18.2,10.8,6.5
1636,18,10.7,6.4
1637,15.6,9.7,5.6
1638,13.5,8.9,4.8
1639,13.7,9.1,4.9
1640,13.6,9.1,4.7
1641,15.2,9.8,5.4
1642,14,9.2,5.1
1643,13.9,9.1,5.4
1644,13.6,8.9,5.2
1645,18,10.6,6.9
1646,18.3,10.6,7
1647,16.1,9.6,6.1
1648,23.4,12.7,8.8
1649,32.6,16.6,12
1650,25.9,14,9.5
1651,32.4,16.7,11.8
1652,37.9,18.8,13.8
1653,34.7,17.4,12.6
1654,33.8,17,12.3
1655,20.1,11.5,7.4
1656,20.5,11.6,7.6
1657,20.4,11.6,7.6
1658,17.2,10.3,6.3
1659,17.2,10.3,6.3
1660,16.5,10,6.1
1661,12.8,8.4,4.7
1662,12.8,8.5,4.7
1663,13.9,8.9,5.1
1664,17.1,10,5.9
1665,26.3,13.4,9.1
1666,31.3,15.4,10.9
1667,42.7,20,15.2
1668,33.8,16.1,12
1669,25.2,12.6,9
1670,25.8,12.7,9.2
1671,27.5,13.3,9.8
1672,17.9,9.3,6.3
1673,24.8,12.5,8.9
1674,39.4,19,14.4
1675,29.2,14.8,10.7
1676,27.8,14,10.2
1677,19.2,10.4,7
1678,19.9,10.8,7.4
1679,20.2,11,7.6
1680,19.9,10.9,7.4
1681,13.8,8.4,5.1
1682,12.4,7.8,4.5
1683,12.4,7.8,4.5
1684,12.4,7.8,4.5
1685,12.5,7.8,4.6
1686,12.9,8,4.7
1687,14.1,8.5,5.2
1688,16.6,9.3,6.2
1689,22.8,11.5,8.1
1690,34.5,16.2,12.3
1691,39.4,18.1,14.1
1692,28.7,13.6,10.2
1693,20.2,10,7.2
1694,20.7,10.1,7.3
1695,24,11.4,8.5
1696,22.9,11,8.1
1697,25,12.2,8.9
1698,22.8,11.7,8.3
1699,36.4,17.4,13.2
1700,26.8,13.2,9.6
1701,18.4,9.7,6.7
1702,25.3,12.7,9.2
1703,29.8,14.7,10.9
1704,27.7,13.9,10.1
1705,24.6,12.7,8.9
1706,18.5,10.2,6.7
1707,16.9,9.5,6.1
1708,16.2,9.3,5.9
1709,12.6,7.7,4.6
1710,12.6,7.8,4.6
1711,13.7,8.3,5.1
1712,19.7,10.6,7.3
1713,32.2,15.4,11.6
1714,36,16.8,12.8
1715,32.3,15.1,11.5
1716,25,12,8.9
1717,26.9,12.9,9.7
1718,29,13.6,10.4
1719,19.8,9.7,7
1720,18,9,6.4
1721,23.4,11.5,8.4
1722,27,13.5,9.8
1723,26.6,13.4,9.7
1724,35.1,16.7,12.7
1725,25.1,12.5,9.1
1726,19.7,10.4,7.2
1727,21.9,11.4,8.1
1728,21.6,11.4,8
1729,12.5,7.6,4.5
1730,11,7,4
1731,10.7,6.9,3.9
1732,10.6,6.9,3.9
1733,10.6,6.9,3.9
1734,10.9,7,4
1735,11.9,7.4,4.5
1736,15.6,8.7,5.8
1737,23.1,11.4,8.3
1738,34,15.8,12.1
1739,31.7,14.7,11.3
1740,26.4,12.4,9.4
1741,21.1,10.2,7.6
1742,26.3,12.2,9.4
1743,18.5,8.9,6.5
1744,25.8,12,9.2
1745,21.4,10.4,7.6
1746,21,10.7,7.7
1747,18.2,9.6,6.6
1748,18.5,9.5,6.6
1749,24.9,12.1,9
1750,28,13.4,10.2
1751,16,8.6,6
1752,16.9,9,6.3
1753,17.7,9.4,6.4
1754,13.6,7.7,4.9
1755,12.1,7,4.3
1756,8.7,5.6,3.1
1757,8.8,5.6,3.2
1758,9,5.7,3.3
1759,10,6,3.7
1760,12.3,6.8,4.6
1761,18.3,8.9,6.5
1762,32.4,14.6,11.6
1763,27.1,12.3,9.7
1764,20.4,9.4,7.2
1765,19.6,9.1,7
1766,22.6,10.3,8.1
1767,14.6,6.9,5.2
1768,15.8,7.5,5.6
1769,20,9.4,7.2
1770,17.2,8.5,6.2
1771,13.1,6.8,4.7
1772,15,7.5,5.3
1773,26.7,12.3,9.6
1774,28.7,13.2,10.4
1775,19.5,9.5,7.1
1776,17.8,8.8,6.4
1777,13.8,7.2,5
1778,12.5,6.6,4.5
1779,12.4,6.6,4.5
1780,12.2,6.5,4.4
1781,9.9,5.5,3.6
1782,7.8,4.7,2.9
1783,8,4.8,3.1
1784,8.5,5,3.5
1785,9.1,5.2,3.6
1786,15.1,7.5,5.7
1787,13.8,6.9,5.3
1788,12.7,6.4,4.9
1789,18.9,9,7.1
1790,13.5,6.8,5.2
1791,13.9,6.9,5.3
1792,16,7.8,6
1793,21.8,10.2,8.1
1794,24.8,11.6,9.1
1795,23.4,11,8.6
1796,21,10,7.7
1797,10,5.4,3.7
1798,8.5,4.8,3.1
1799,11,5.9,4
1800,18,8.8,6.5
1801,17.2,8.5,6.2
1802,13,6.8,4.7
1803,13.6,7.1,4.9
1804,13.4,7,4.8
1805,13.2,6.9,4.8
1806,13.1,7,4.8
1807,9.9,5.7,3.6
1808,10.9,6.1,3.8
1809,13.5,7.2,4.8
1810,14.1,7.5,5.2
1811,13.4,7.2,5.2
1812,14.4,7.6,5.6
1813,11.1,6.2,4.3
1814,9.5,5.5,3.8
1815,12.1,6.6,4.7
1816,18,9,6.8
1817,18.6,9.3,6.8
1818,25.4,12.2,9.2
1819,21.8,10.8,7.9
1820,20.6,10.2,7.4
1821,34.4,15.9,12.4
1822,27.1,13,9.8
1823,20.8,10.4,7.6
1824,16.1,8.5,5.9
1825,10,6,3.6
1826,10.2,6.1,3.7
1827,10.3,6.2,3.7
1828,10.4,6.2,3.7
1829,10.5,6.3,3.8
1830,10.9,6.5,3.9
1831,11.8,6.9,4.2
1832,17.4,9,5.9
1833,24.3,11.5,8.2
1834,24.8,11.6,8.5
1835,22.4,10.5,7.7
1836,23.1,10.8,8
1837,23.3,11,8.2
1838,23.3,10.9,8.2
1839,19.4,9.2,6.8
1840,21.1,10,7.4
1841,19.7,9.7,7
1842,21.2,10.8,7.7
1843,41.6,19.3,15.1
1844,32.9,15.5,11.9
1845,18.6,9.6,6.7
1846,21.4,10.9,7.9
1847,21.6,11.1,8
1848,13.6,7.8,5
1849,12.9,7.6,4.7
1850,10.2,6.5,3.7
1851,10,6.5,3.6
1852,9.9,6.4,3.6
1853,10,6.5,3.7
1854,10.2,6.6,3.8
1855,11.2,7,4.2
1856,13.6,7.8,5.1
1857,35,16.3,12.6
1858,32.1,15,11.5
1859,29.2,13.7,10.5
1860,26.4,12.4,9.4
1861,18.9,9.3,6.8
1862,19.7,9.5,7
1863,20.7,9.9,7.4
1864,18.2,8.9,6.5
1865,18.5,9.3,6.6
1866,24.3,12.1,8.9
1867,30.7,14.8,11.2
1868,36.9,17.1,13.3
1869,37.9,17.5,13.7
1870,25.5,12.5,9.3
1871,12.6,7.3,4.7
1872,9.4,6,3.6
1873,9,5.8,3.1
1874,9,5.8,3.1
1875,9,5.8,3.1
1876,8.9,5.8,3.1
1877,9,5.8,3.2
1878,9.3,5.9,3.3
1879,10.1,6.2,3.7
1880,14.9,8,5.4
1881,28.7,13.3,10.2
1882,26.2,12.1,9.2
1883,31,14,11
1884,37.5,16.6,13.3
1885,20.5,9.6,7.2
1886,22.6,10.3,7.9
1887,30.8,13.7,10.9
1888,20.4,9.4,7.1
1889,21.5,10.1,7.6
1890,36,16.5,13
1891,32.3,15,11.6
1892,12.8,6.8,4.5
1893,14.2,7.3,5
1894,17,8.6,6.1
1895,18.4,9.3,6.6
1896,8.5,5.2,3
1897,10.6,6.1,3.8
1898,9,5.5,3.2
1899,9.2,5.6,3.3
1900,7.6,4.9,2.7
1901,7.6,4.9,2.8
1902,7.9,5,2.9
1903,8.7,5.3,3.2
1904,12.4,6.6,4.6
1905,20.2,9.5,7.2
1906,22.6,10.4,8
1907,26.4,11.8,9.4
1908,15.8,7.4,5.5
1909,14.2,6.8,5
1910,14.3,6.7,5
1911,20.2,9.1,7.1
1912,20.6,9.4,7.3
1913,18.4,8.7,6.5
1914,19.8,9.6,7.2
1915,31.4,14.5,11.4
1916,25.9,12,9.3
1917,22.4,10.5,8
1918,16.5,8.2,6
1919,24,11.4,8.7
1920,26.7,12.6,9.7
1921,15.3,7.9,5.5
1922,10.1,5.8,3.6
1923,9.3,5.4,3.3
1924,7.8,4.8,2.7
1925,8,4.9,2.8
1926,8.4,5,3
1927,9.3,5.4,3.3
1928,11.7,6.2,4.3
1929,29.9,13.4,10.6
1930,38.1,16.6,13.5
1931,28.5,12.6,10.1
1932,20.6,9.2,7.2
1933,23.4,10.5,8.3
1934,24.4,10.8,8.6
1935,21.8,9.7,7.6
1936,21.5,9.7,7.5
1937,18.2,8.5,6.4
1938,22,10.4,7.8
1939,19.5,9.4,6.9
1940,18.9,9,6.6
1941,20.9,9.8,7.3
1942,24.2,11.3,8.6
1943,15.8,7.9,5.5
1944,14.5,7.4,5
1945,11.3,6.2,3.9
1946,9.5,5.5,3.3
1947,9.5,5.5,3.3
1948,9.5,5.5,3.3
1949,9.7,5.6,3.4
1950,9.9,5.7,3.5
1951,10.2,5.9,3.7
1952,10.9,6.2,4.1
1953,11.8,6.5,4.3
1954,12.4,6.6,4.5
1955,12.7,6.7,4.6
1956,12.5,6.6,4.6
1957,14.2,7.3,5.2
1958,17.7,8.7,6.5
1959,20.1,9.7,7.3
1960,20.6,10,7.5
1961,29.3,13.6,10.6
1962,23.5,11.4,8.4
1963,18.6,9.4,6.6
1964,15.9,8.2,5.6
1965,15.2,7.9,5.4
1966,11.4,6.4,4
1967,11,6.2,3.8
1968,13.6,7.3,4.7
1969,11.1,6.3,3.8
1970,12.4,6.9,4.2
1971,16,8.4,5.6
1972,16.1,8.5,5.6
1973,16.1,8.5,5.6
1974,13.9,7.7,4.9
1975,11.7,6.9,4.1
1976,11.7,6.9,3.9
1977,13,7.5,4.4
1978,17.4,9.3,6.2
1979,21.3,10.9,7.9
1980,14.1,7.8,5.2
1981,17.6,9.2,6.5
1982,16.9,8.9,6.3
1983,15.1,8.1,5.6
1984,22.2,11.1,8.1
1985,19.8,10.1,7.1
1986,25.5,12.6,9
1987,20.5,10.5,7.1
1988,20.1,10.3,7
1989,27.3,13.3,9.6
1990,29,14.1,10.3
1991,25.4,12.6,9.1
1992,13.9,7.9,4.8
1993,12.5,7.4,4.3
1994,12.8,7.5,4.3
1995,12.8,7.5,4.3
1996,12.8,7.5,4.3
1997,13,7.6,4.4
1998,13.2,7.8,4.5
1999,13.9,8,4.5
2000,16.2,8.8,5.2
