Time_Index,ng,electricity
1391,25.4,64.97
1392,25.4,60.36
1393,25.4,59.4
1394,25.4,61.34
1395,25.4,63.46
1396,25.4,63.74
1397,25.4,67.46
1398,25.4,74.08
1399,25.4,97.07
1400,25.4,104.49
1401,25.4,85.46
1402,25.4,73.99
1403,25.4,67.55
1404,25.4,63.1
1405,25.4,57.9
1406,25.4,58.5
1407,25.4,60
1408,25.4,72.46
1409,25.4,70
1410,25.4,89.8
1411,25.4,78.18
1412,25.4,65.55
1413,25.4,62.69
1414,25.4,64.08
1415,25.4,55.2
1416,25.4,54.82
1417,25.4,53.02
1418,25.4,49.71
1419,25.4,46.62
1420,25.4,43.75
1421,25.4,48
1422,25.4,61.37
1423,25.4,73.35
1424,25.4,73.85
1425,25.4,70.39
1426,25.4,65.65
1427,25.4,66.46
1428,25.4,60
1429,25.4,57.77
1430,25.4,63.68
1431,25.4,65.2
1432,25.4,71.62
1433,25.4,80
1434,25.4,86.26
1435,25.4,80.99
1436,25.4,72.77
1437,25.4,67.25
1438,25.4,64.9
1439,25.4,60.9
1440,25.4,62.04
1441,25.4,61.42
1442,25.4,58.14
1443,25.4,57.83
1444,25.4,58.3
1445,25.4,62.49
1446,25.4,71.58
1447,25.4,79.36
1448,25.4,86.02
1449,25.4,78.04
1450,25.4,66.51
1451,25.4,64.53
1452,25.4,47.55
1453,25.4,50
1454,25.4,63.2
1455,25.4,71.17
1456,25.4,78.28
1457,25.4,89.4
1458,25.4,93.73
1459,25.4,87.19
1460,25.4,77.49
1461,25.4,71.62
1462,25.4,70.06
1463,25.4,66.39
1464,25.4,59.95
1465,25.4,56.03
1466,25.4,56.02
1467,25.4,55.48
1468,25.4,54.88
1469,25.4,55.99
1470,25.4,56.58
1471,25.4,60.67
1472,25.4,63.76
1473,25.4,65.75
1474,25.4,60.44
1475,25.4,53.8
1476,25.4,53.07
1477,25.4,54.9
1478,25.4,59.86
1479,25.4,66.08
1480,25.4,73
1481,25.4,81.17
1482,25.4,93.6
1483,25.4,89.9
1484,25.4,76.98
1485,25.4,69.81
1486,25.4,69.9
1487,25.4,68.2
1488,25.4,60.1
1489,25.4,69.21
1490,25.4,67.03
1491,25.4,57.91
1492,25.4,55.48
1493,25.4,58.88
1494,25.4,65.39
1495,25.4,69.8
1496,25.4,71.51
1497,25.4,72.49
1498,25.4,63.14
1499,25.4,50
1500,25.4,47.51
1501,25.4,42.51
1502,25.4,46.84
1503,25.4,58.07
1504,25.4,60.28
1505,25.4,77.72
1506,25.4,88
1507,25.4,86.96
1508,25.4,81.8
1509,25.4,75
1510,25.4,72.18
1511,25.4,72.42
1512,25.4,69.13
1513,25.4,67.9
1514,25.4,67.41
1515,25.4,66.22
1516,25.4,65.59
1517,25.4,70.83
1518,25.4,81.18
1519,25.4,96.67
1520,25.4,102.97
1521,25.4,85.02
1522,25.4,71.23
1523,25.4,63.2
1524,25.4,63.3
1525,25.4,61.04
1526,25.4,62.5
1527,25.4,69.86
1528,25.4,76.7
1529,25.4,93.47
1530,25.4,105.18
1531,25.4,99.13
1532,25.4,80.52
1533,25.4,71.39
1534,25.4,67.49
1535,25.4,63.93
1536,25.4,61.96
1537,25.4,61.67
1538,25.4,61.33
1539,25.4,59.86
1540,25.4,60.56
1541,25.4,61.67
1542,25.4,71.53
1543,25.4,79.28
1544,25.4,83.02
1545,25.4,77
1546,25.4,71.15
1547,25.4,69.72
1548,25.4,65.99
1549,25.4,65.81
1550,25.4,69.6
1551,25.4,70.62
1552,25.4,76.3
1553,25.4,81.86
1554,25.4,104.38
1555,25.4,96.6
1556,25.4,78.42
1557,25.4,73.07
1558,25.4,66
1559,25.4,70
1560,25.4,71
1561,25.4,70.7
1562,25.4,70.46
1563,25.4,69.74
1564,25.4,70.46
1565,25.4,73.91
1566,25.4,83.98
1567,25.4,106.64
1568,25.4,108.7
1569,25.4,87.21
1570,25.4,75.69
1571,25.4,71.83
1572,25.4,69.34
1573,25.4,69.29
1574,25.4,70.64
1575,25.4,72.28
1576,25.4,79.8
1577,25.4,96.11
1578,25.4,119.02
1579,25.4,119.25
1580,25.4,93.4
1581,25.4,80.15
1582,25.4,77.98
1583,25.4,74.34
1584,25.4,73.33
1585,25.4,72.32
1586,25.4,70.34
1587,25.4,68.71
1588,25.4,69.89
1589,25.4,73.13
1590,25.4,84.27
1591,25.4,103.2
1592,25.4,96.7
1593,25.4,79.09
1594,25.4,71.31
1595,25.4,66.16
1596,25.4,60.62
1597,25.4,60.16
1598,25.4,63.3
1599,25.4,66.1
1600,25.4,70.66
1601,25.4,90.11
1602,25.4,107.41
1603,25.4,90.43
1604,25.4,83.39
1605,25.4,73.16
1606,25.4,73.25
1607,25.4,67.61
1608,25.4,68.37
1609,25.4,66.96
1610,25.4,67.01
1611,25.4,65.99
1612,25.4,65.98
1613,25.4,66.93
1614,25.4,81.5
1615,25.4,94.99
1616,25.4,88.89
1617,25.4,74.36
1618,25.4,54.9
1619,25.4,0
1620,25.4,-20
1621,25.4,-25
1622,25.4,-17.97
1623,25.4,30
1624,25.4,55.38
1625,25.4,71.94
1626,25.4,83.75
1627,25.4,80
1628,25.4,71.18
1629,25.4,64.9
1630,25.4,64.79
1631,25.4,59.62
1632,25.4,56.14
1633,25.4,54.53
1634,25.4,53.3
1635,25.4,52.15
1636,25.4,48
1637,25.4,47.21
1638,25.4,50
1639,25.4,53.06
1640,25.4,53.06
1641,25.4,48.12
1642,25.4,25
1643,25.4,-29.5
1644,25.4,-30
1645,25.4,-39.79
1646,25.4,-19.57
1647,25.4,28.32
1648,25.4,52.64
1649,25.4,69.55
1650,25.4,78.08
1651,25.4,68.69
1652,25.4,63.82
1653,25.4,60.47
1654,25.4,59.17
1655,25.4,54.37
1656,25.4,48.65
1657,25.4,46.06
1658,25.4,40.98
1659,25.4,35.55
1660,25.4,32.39
1661,25.4,32.28
1662,25.4,33.91
1663,25.4,39.49
1664,25.4,34.82
1665,25.4,27.55
1666,25.4,0.04
1667,25.4,-10.03
1668,25.4,-27.3
1669,25.4,-27.3
1670,25.4,-10.01
1671,25.4,12.38
1672,25.4,50
1673,25.4,69.92
1674,25.4,84.31
1675,25.4,72.22
1676,25.4,70.88
1677,25.4,72.9
1678,25.4,73.32
1679,25.4,72
1680,25.4,65.2
1681,25.4,66
1682,25.4,68.86
1683,25.4,65
1684,25.4,60.1
1685,25.4,58.25
1686,25.4,76.64
1687,25.4,82.61
1688,25.4,85.56
1689,25.4,86.5
1690,25.4,82.19
1691,25.4,74.91
1692,25.4,74
1693,25.4,68.59
1694,25.4,67
1695,25.4,73.5
1696,25.4,79.18
1697,25.4,89.91
1698,25.4,100
1699,25.4,108
1700,25.4,83.8
1701,25.4,76.7
1702,25.4,75.03
1703,25.4,67.08
1704,25.4,69.19
1705,25.4,65.56
1706,25.4,66.51
1707,25.4,65.2
1708,25.4,65.96
1709,25.4,70.9
1710,25.4,74.8
1711,25.4,92.78
1712,25.4,100.6
1713,25.4,93.72
1714,25.4,84.5
1715,25.4,78.07
1716,25.4,74.8
1717,25.4,70.06
1718,25.4,68
1719,25.4,65.2
1720,25.4,72.93
1721,25.4,77.87
1722,25.4,84
1723,25.4,103.46
1724,25.4,81.57
1725,25.4,74
1726,25.4,71.97
1727,25.4,68.53
1728,25.4,62.16
1729,25.4,59.73
1730,25.4,58.55
1731,25.4,58.04
1732,25.4,59.87
1733,25.4,62.3
1734,25.4,74.96
1735,25.4,85.4
1736,25.4,89.8
1737,25.4,76.85
1738,25.4,67.38
1739,25.4,63.2
1740,25.4,61.88
1741,25.4,59.59
1742,25.4,58.82
1743,25.4,63.2
1744,25.4,68.38
1745,25.4,77.4
1746,25.4,79.8
1747,25.4,81.44
1748,25.4,66.4
1749,25.4,66.52
1750,25.4,68.14
1751,25.4,63.88
1752,25.4,63.29
1753,25.4,56.9
1754,25.4,57.52
1755,25.4,57
1756,25.4,54.65
1757,25.4,60.02
1758,25.4,71.42
1759,25.4,87
1760,25.4,81.99
1761,25.4,65.71
1762,25.4,54.32
1763,25.4,42.6
1764,25.4,20.99
1765,25.4,30
1766,25.4,46.59
1767,25.4,54.82
1768,25.4,65.99
1769,25.4,85.64
1770,25.4,102.35
1771,25.4,89.92
1772,25.4,73.62
1773,25.4,62.96
1774,25.4,59.53
1775,25.4,50.91
1776,25.4,47.89
1777,25.4,45.47
1778,25.4,44.47
1779,25.4,42.33
1780,25.4,42.22
1781,25.4,41.52
1782,25.4,58.49
1783,25.4,66.47
1784,25.4,67.42
1785,25.4,53.8
1786,25.4,46.1
1787,25.4,38.9
1788,25.4,37.12
1789,25.4,35.14
1790,25.4,41.42
1791,25.4,45.35
1792,25.4,60.4
1793,25.4,70.67
1794,25.4,73.11
1795,25.4,87.99
1796,25.4,63.81
1797,25.4,55.01
1798,25.4,55.99
1799,25.4,49.35
1800,25.4,43.66
1801,25.4,42.04
1802,25.4,40.71
1803,25.4,38.9
1804,25.4,38.63
1805,25.4,40
1806,25.4,47.6
1807,25.4,60.22
1808,25.4,55.3
1809,25.4,47.01
1810,25.4,44.88
1811,25.4,41.63
1812,25.4,36.78
1813,25.4,21.02
1814,25.4,12.26
1815,25.4,31.38
1816,25.4,54.1
1817,25.4,80.9
1818,25.4,97
1819,25.4,109.1
1820,25.4,94
1821,25.4,74.68
1822,25.4,74.8
1823,25.4,67.1
1824,25.4,64.99
1825,25.4,60.9
1826,25.4,55.83
1827,25.4,57.47
1828,25.4,58.16
1829,25.4,59.9
1830,25.4,60.1
1831,25.4,56.6
1832,25.4,50
1833,25.4,47.72
1834,25.4,46.61
1835,25.4,46.83
1836,25.4,42.15
1837,25.4,41
1838,25.4,49.89
1839,25.4,58.2
1840,25.4,65.98
1841,25.4,82.8
1842,25.4,87.2
1843,25.4,86.94
1844,25.4,77.89
1845,25.4,72.33
1846,25.4,72.1
1847,25.4,65.91
1848,25.4,64.12
1849,25.4,57.14
1850,25.4,58.31
1851,25.4,57.46
1852,25.4,60.77
1853,25.4,63.68
1854,25.4,79.28
1855,25.4,97.65
1856,25.4,94.45
1857,25.4,82.8
1858,25.4,72.83
1859,25.4,66.64
1860,25.4,66.5
1861,25.4,63.67
1862,25.4,60.2
1863,25.4,65
1864,25.4,70.4
1865,25.4,92.33
1866,25.4,129.2
1867,25.4,126.23
1868,25.4,103.04
1869,25.4,79.74
1870,25.4,77.6
1871,25.4,73.52
1872,25.4,71.48
1873,25.4,69.9
1874,25.4,68.75
1875,25.4,67.46
1876,25.4,66.7
1877,25.4,67.55
1878,25.4,84.8
1879,25.4,108.53
1880,25.4,95.87
1881,25.4,72.06
1882,25.4,64.1
1883,25.4,56.85
1884,25.4,52.73
1885,25.4,51.66
1886,25.4,53.54
1887,25.4,62.3
1888,25.4,64.85
1889,25.4,90.7
1890,25.4,108.75
1891,25.4,128.96
1892,25.4,110
1893,25.4,89.04
1894,25.4,81.73
1895,25.4,76.1
1896,25.4,76.01
1897,25.4,72.45
1898,25.4,71.95
1899,25.4,70.3
1900,25.4,71.52
1901,25.4,77.1
1902,25.4,107.1
1903,25.4,112.69
1904,25.4,99.33
1905,25.4,71.41
1906,25.4,66
1907,25.4,64.11
1908,25.4,64.11
1909,25.4,67.77
1910,25.4,65
1911,25.4,71.9
1912,25.4,85
1913,25.4,116
1914,25.4,163.72
1915,25.4,154.93
1916,25.4,122.63
1917,25.4,104.88
1918,25.4,93
1919,25.4,79.98
1920,25.4,74.55
1921,25.4,73.7
1922,25.4,70
1923,25.4,66.57
1924,25.4,62.53
1925,25.4,64.68
1926,25.4,81
1927,25.4,95.9
1928,25.4,104.6
1929,25.4,81.19
1930,25.4,74.7
1931,25.4,68.03
1932,25.4,65.85
1933,25.4,58.74
1934,25.4,64.4
1935,25.4,59.08
1936,25.4,68.91
1937,25.4,91.97
1938,25.4,121.01
1939,25.4,120.69
1940,25.4,93.08
1941,25.4,76.27
1942,25.4,72.45
1943,25.4,64.91
1944,25.4,52.39
1945,25.4,48.96
1946,25.4,46.3
1947,25.4,46.06
1948,25.4,45.4
1949,25.4,51.25
1950,25.4,63.6
1951,25.4,64.27
1952,25.4,66.65
1953,25.4,57.48
1954,25.4,63.9
1955,25.4,55
1956,25.4,52
1957,25.4,58.68
1958,25.4,59.17
1959,25.4,66
1960,25.4,75.04
1961,25.4,87.38
1962,25.4,111.9
1963,25.4,112.18
1964,25.4,94.81
1965,25.4,74.64
1966,25.4,73.2
1967,25.4,69.84
1968,25.4,70.88
1969,25.4,66.14
1970,25.4,56.46
1971,25.4,49.99
1972,25.4,52.11
1973,25.4,51.94
1974,25.4,47.87
1975,25.4,43.48
1976,25.4,34.59
1977,25.4,11.19
1978,25.4,0
1979,25.4,-0.1
1980,25.4,-5.01
1981,25.4,-10
1982,25.4,-9.44
1983,25.4,-2.98
1984,25.4,-2.36
1985,25.4,37.68
1986,25.4,62.02
1987,25.4,67.2
1988,25.4,52.94
1989,25.4,45.84
1990,25.4,38.52
1991,25.4,27.5
1992,25.4,27.17
1993,25.4,11.67
1994,25.4,8.3
1995,25.4,13.47
1996,25.4,14.91
1997,25.4,17.18
1998,25.4,11.41
1999,25.4,1.19
2000,25.4,0
2001,25.4,0
2002,25.4,0
2003,25.4,0
2004,25.4,0
2005,25.4,0
2006,25.4,0
2007,25.4,0
2008,25.4,11.6
2009,25.4,50
2010,25.4,71.57
2011,25.4,76.34
2012,25.4,67.11
2013,25.4,64.97
2014,25.4,64.47
2015,25.4,64
2016,25.4,62.9
2017,25.4,65.1
2018,25.4,70
2019,25.4,73.1
2020,25.4,67.03
2021,25.4,77.14
2022,25.4,87.77
2023,25.4,113.87
2024,25.4,99.68
2025,25.4,74.15
2026,25.4,66.96
2027,25.4,60.95
2028,25.4,59.11
2029,25.4,59.3
2030,25.4,61.04
2031,25.4,68.84
2032,25.4,74.5
2033,25.4,98.7
2034,25.4,155
2035,25.4,138
2036,25.4,86.9
2037,25.4,70.38
2038,25.4,70.4
2039,25.4,68.77
2040,25.4,73
2041,25.4,65.8
2042,25.4,64.3
2043,25.4,66
2044,25.4,64.04
2045,25.4,67.27
2046,25.4,75.33
2047,25.4,79.2
2048,25.4,72.1
2049,25.4,62
2050,25.4,49.5
2051,25.4,37.03
2052,25.4,13.48
2053,25.4,27.62
2054,25.4,37.1
2055,25.4,51.93
2056,25.4,74.05
2057,25.4,106.7
2058,25.4,116
2059,25.4,100.3
2060,25.4,80
2061,25.4,82.2
2062,25.4,74.4
2063,25.4,66.92
2064,25.4,58.35
2065,25.4,57.09
2066,25.4,57.28
2067,25.4,55.59
2068,25.4,56.87
2069,25.4,64.52
2070,25.4,78.78
2071,25.4,82.77
2072,25.4,79.83
2073,25.4,68.33
2074,25.4,63.94
2075,25.4,58.14
2076,25.4,57.66
2077,25.4,59.54
2078,25.4,61.45
2079,25.4,73.9
2080,25.4,76
2081,25.4,94.44
2082,25.4,120.42
2083,25.4,116.88
2084,25.4,97.23
2085,25.4,79.35
2086,25.4,79.47
2087,25.4,74
2088,25.4,74.51
2089,25.4,62.19
2090,25.4,57.27
2091,25.4,55.79
2092,25.4,55.5
2093,25.4,57.52
2094,25.4,68.99
2095,25.4,76.05
2096,25.4,73.03
2097,25.4,58.09
2098,25.4,40.1
2099,25.4,31.36
2100,25.4,6.73
2101,25.4,0.05
2102,25.4,0
2103,25.4,8.66
2104,25.4,27.18
2105,25.4,43.09
2106,25.4,63.68
2107,25.4,68.09
2108,25.4,56.81
2109,25.4,44.89
2110,25.4,32.76
2111,25.4,25
2112,25.4,20.6
2113,25.4,18.83
2114,25.4,12.43
2115,25.4,10.24
2116,25.4,12.59
2117,25.4,14.32
2118,25.4,22.02
2119,25.4,54.9
2120,25.4,79.3
2121,25.4,63.6
2122,25.4,29.9
2123,25.4,18.81
2124,25.4,12.99
2125,25.4,9.86
2126,25.4,13.44
2127,25.4,21.14
2128,25.4,43.87
2129,25.4,75.44
2130,25.4,101.62
2131,25.4,108
2132,25.4,87.4
2133,25.4,79.9
2134,25.4,75.89
2135,25.4,70
2136,25.4,69.3
2137,25.4,58.16
2138,25.4,68.11
2139,25.4,65.8
2140,25.4,84
2141,25.4,65.05
2142,25.4,69.89
2143,25.4,72.62
2144,25.4,50
2145,25.4,54.39
2146,25.4,36.15
2147,25.4,25
2148,25.4,25.74
2149,25.4,13.15
2150,25.4,15.87
2151,25.4,37.05
2152,25.4,52.52
2153,25.4,79.2
2154,25.4,101.3
2155,25.4,130
2156,25.4,111.6
2157,25.4,80.8
2158,25.4,70.83
2159,25.4,65.74
2160,25.4,81.81
2161,25.4,74.57
2162,25.4,64.98
2163,25.4,65.68
2164,25.4,61.74
2165,25.4,68.75
2166,25.4,74.02
2167,25.4,70.74
2168,25.4,50.39
2169,25.4,40
2170,25.4,27.84
2171,25.4,18.68
2172,25.4,2.81
2173,25.4,0.97
2174,25.4,14.83
2175,25.4,41.07
2176,25.4,66.74
2177,25.4,86.8
2178,25.4,118.04
2179,25.4,83.72
2180,25.4,65.2
2181,25.4,60.55
2182,25.4,54.9
2183,25.4,51.03
2184,25.4,48.98
2185,25.4,45.1
2186,25.4,43.54
2187,25.4,46.56
2188,25.4,52.35
2189,25.4,55.26
2190,25.4,59.51
2191,25.4,58.71
2192,25.4,60.89
2193,25.4,52.96
2194,25.4,48.23
2195,25.4,48.75
2196,25.4,0.03
2197,25.4,-0.01
2198,25.4,-0.01
2199,25.4,-0.01
2200,25.4,5.79
2201,25.4,53
2202,25.4,90
2203,25.4,79.89
2204,25.4,55.96
2205,25.4,41
2206,25.4,29.63
2207,25.4,46.13
2208,25.4,36.33
2209,25.4,16.46
2210,25.4,7.54
2211,25.4,1.94
2212,25.4,7.27
2213,25.4,51.32
2214,25.4,70.98
2215,25.4,68.93
2216,25.4,55.17
2217,25.4,30.1
2218,25.4,24.91
2219,25.4,5
2220,25.4,2.5
2221,25.4,0.17
2222,25.4,0
2223,25.4,4.31
2224,25.4,41.46
2225,25.4,72.7
2226,25.4,104
2227,25.4,110
2228,25.4,99
2229,25.4,76.26
2230,25.4,72.43
2231,25.4,72.74
2232,25.4,66.31
2233,25.4,62.64
2234,25.4,64.66
2235,25.4,64.89
2236,25.4,68.73
2237,25.4,82.94
2238,25.4,106.52
2239,25.4,117.93
2240,25.4,102.44
2241,25.4,107.35
2242,25.4,90.92
2243,25.4,78.72
2244,25.4,65.8
2245,25.4,58.9
2246,25.4,58.09
2247,25.4,60.97
2248,25.4,70.31
2249,25.4,85
2250,25.4,91.69
2251,25.4,92.65
2252,25.4,70.71
2253,25.4,65.49
2254,25.4,55.33
2255,25.4,42.63
2256,25.4,40.28
2257,25.4,39.08
2258,25.4,39.67
2259,25.4,40.03
2260,25.4,43.07
2261,25.4,53.49
2262,25.4,65.47
2263,25.4,75.33
2264,25.4,71.79
2265,25.4,69.17
2266,25.4,63.06
2267,25.4,51.77
2268,25.4,45.88
2269,25.4,45.15
2270,25.4,44.17
2271,25.4,44.9
2272,25.4,56.75
2273,25.4,65.1
2274,25.4,103.7
2275,25.4,99.5
2276,25.4,75.7
2277,25.4,67
2278,25.4,57.85
2279,25.4,58.12
2280,25.4,54.46
2281,25.4,50.04
2282,25.4,47.98
2283,25.4,47.37
2284,25.4,52
2285,25.4,62.53
2286,25.4,76.79
2287,25.4,80
2288,25.4,67.59
2289,25.4,50
2290,25.4,23.7
2291,25.4,8.48
2292,25.4,0
2293,25.4,-0.2
2294,25.4,-10.07
2295,25.4,-15
2296,25.4,6
2297,25.4,44.66
2298,25.4,58.4
2299,25.4,64.89
2300,25.4,62.94
2301,25.4,58.99
2302,25.4,50.2
2303,25.4,42.31
2304,25.4,43.78
2305,25.4,44
2306,25.4,44.87
2307,25.4,48.09
2308,25.4,48.25
2309,25.4,50.01
2310,25.4,51.19
2311,25.4,48
2312,25.4,27.16
2313,25.4,-14.86
2314,25.4,-22.1
2315,25.4,-50
2316,25.4,-120.92
2317,25.4,-125.3
2318,25.4,-50
2319,25.4,-20
2320,25.4,0
2321,25.4,55.92
2322,25.4,69.2
2323,25.4,65
2324,25.4,64.9
2325,25.4,46.6
2326,25.4,30
2327,25.4,10.24
2328,25.4,0.09
2329,25.4,0
2330,25.4,0
2331,25.4,0
2332,25.4,0
2333,25.4,0
2334,25.4,0
2335,25.4,0
2336,25.4,-0.01
2337,25.4,-10.01
2338,25.4,-21
2339,25.4,-34.91
2340,25.4,-50
2341,25.4,-49
2342,25.4,-20
2343,25.4,-0.16
2344,25.4,4.28
2345,25.4,51.32
2346,25.4,84
2347,25.4,90.93
2348,25.4,80.1
2349,25.4,75.31
2350,25.4,69.68
2351,25.4,70.1
2352,25.4,64.53
2353,25.4,63.91
2354,25.4,66.06
2355,25.4,66.49
2356,25.4,69.48
2357,25.4,93.19
2358,25.4,149.78
2359,25.4,128.52
2360,25.4,85.51
2361,25.4,69.89
2362,25.4,67.1
2363,25.4,64.7
2364,25.4,60
2365,25.4,57.89
2366,25.4,63.4
2367,25.4,70
2368,25.4,75.01
2369,25.4,104.9
2370,25.4,137.3
2371,25.4,124.8
2372,25.4,84.85
2373,25.4,77
2374,25.4,75.56
2375,25.4,83.31
2376,25.4,69.39
2377,25.4,64.73
2378,25.4,59.02
2379,25.4,60.84
2380,25.4,65.48
2381,25.4,77.2
2382,25.4,89.95
2383,25.4,79.78
2384,25.4,68.3
2385,25.4,50.5
2386,25.4,42.87
2387,25.4,32.78
2388,25.4,7.1
2389,25.4,7.56
2390,25.4,0
2391,25.4,13.2
2392,25.4,40.72
2393,25.4,61.6
2394,25.4,73.51
2395,25.4,79.92
2396,25.4,66.64
2397,25.4,59.52
2398,25.4,34.54
2399,25.4,12.9
2400,25.4,5.1
2401,25.4,5
2402,25.4,8.99
2403,25.4,24.7
2404,25.4,48.8
2405,25.4,74.75
2406,25.4,99.63
2407,25.4,106.7
2408,25.4,80.46
2409,25.4,67.64
2410,25.4,52.99
2411,25.4,19.21
2412,25.4,8.93
2413,25.4,0
2414,25.4,-0.1
2415,25.4,22
2416,25.4,64.9
2417,25.4,82.65
2418,25.4,145.46
2419,25.4,141.1
2420,25.4,88.28
2421,25.4,72.35
2422,25.4,65.1
2423,25.4,48.59
2424,25.4,26.67
2425,25.4,23.68
2426,25.4,9.99
2427,25.4,7.98
2428,25.4,28.38
2429,25.4,66.11
2430,25.4,68.23
2431,25.4,52.2
2432,25.4,71
2433,25.4,71.5
2434,25.4,70
2435,25.4,74.9
2436,25.4,74
2437,25.4,85.05
2438,25.4,77.6
2439,25.4,69
2440,25.4,86.05
2441,25.4,100.7
2442,25.4,134.36
2443,25.4,119.8
2444,25.4,91.05
2445,25.4,79.21
2446,25.4,75.75
2447,25.4,74.5
2448,25.4,70.35
2449,25.4,65.5
2450,25.4,59.02
2451,25.4,59.49
2452,25.4,64.01
2453,25.4,75.96
2454,25.4,91.01
2455,25.4,86
2456,25.4,76.4
2457,25.4,42.16
2458,25.4,18.84
2459,25.4,0
2460,25.4,-0.1
2461,25.4,-10.02
2462,25.4,-5.03
2463,25.4,0
2464,25.4,50.35
2465,25.4,73.12
2466,25.4,104.95
2467,25.4,112.9
2468,25.4,80.34
2469,25.4,72.73
2470,25.4,62.6
2471,25.4,54.56
2472,25.4,44.15
2473,25.4,23.27
2474,25.4,18.11
2475,25.4,18.04
2476,25.4,24.08
2477,25.4,28.75
2478,25.4,33.73
2479,25.4,22.6
2480,25.4,8.8
2481,25.4,-0.02
2482,25.4,-10.16
2483,25.4,-31.66
2484,25.4,-50
2485,25.4,-55.01
2486,25.4,-49.91
2487,25.4,-19.14
2488,25.4,-0.15
2489,25.4,33.37
2490,25.4,50.1
2491,25.4,58.83
2492,25.4,37.54
2493,25.4,20.34
2494,25.4,7.5
2495,25.4,0.44
2496,25.4,1.1
2497,25.4,0.94
2498,25.4,1.26
2499,25.4,2.6
2500,25.4,6
2501,25.4,12.86
2502,25.4,13
2503,25.4,8.21
2504,25.4,0
2505,25.4,-2.68
2506,25.4,-12.97
2507,25.4,-42.23
2508,25.4,-60.05
2509,25.4,-60.01
2510,25.4,-40.05
2511,25.4,-6.25
2512,25.4,1.57
2513,25.4,79.7
2514,25.4,102.3
2515,25.4,133.65
2516,25.4,124.48
2517,25.4,97.16
2518,25.4,79.69
2519,25.4,81.96
2520,25.4,74.9
2521,25.4,70.55
2522,25.4,70.54
2523,25.4,68.3
2524,25.4,78.88
2525,25.4,98.75
2526,25.4,148
2527,25.4,108.27
2528,25.4,62.6
2529,25.4,48
2530,25.4,48.77
2531,25.4,42.17
2532,25.4,31.74
2533,25.4,13.15
2534,25.4,9.15
2535,25.4,6.99
2536,25.4,43.46
2537,25.4,66.5
2538,25.4,76.12
2539,25.4,74.89
2540,25.4,65.54
2541,25.4,52.85
2542,25.4,34.01
2543,25.4,1.43
2544,25.4,0.02
2545,25.4,-0.1
2546,25.4,0
2547,25.4,13.78
2548,25.4,29.2
2549,25.4,51.59
2550,25.4,69.69
2551,25.4,74.26
2552,25.4,64.81
2553,25.4,50.77
2554,25.4,41.46
2555,25.4,38.74
2556,25.4,33.57
2557,25.4,33.42
2558,25.4,39.95
2559,25.4,51.67
2560,25.4,74.53
2561,25.4,87.3
2562,25.4,98
2563,25.4,115.42
2564,25.4,101.71
2565,25.4,90.1
2566,25.4,84.1
2567,25.4,84.75
2568,25.4,83.84
2569,25.4,81.35
2570,25.4,82.4
2571,25.4,81.31
2572,25.4,82.34
2573,25.4,108.5
2574,25.4,154.67
2575,25.4,152
2576,25.4,104.62
2577,25.4,83.9
2578,25.4,79.9
2579,25.4,75.17
2580,25.4,76.06
2581,25.4,69.64
2582,25.4,73.85
2583,25.4,80
2584,25.4,80
2585,25.4,103.21
2586,25.4,145
2587,25.4,169.9
2588,25.4,130.06
2589,25.4,99.04
2590,25.4,87.81
2591,25.4,91.83
2592,25.4,87.42
2593,25.4,88.53
2594,25.4,87.76
2595,25.4,89.61
2596,25.4,91.7
2597,25.4,115.2
2598,25.4,155.45
2599,25.4,131.19
2600,25.4,101.12
2601,25.4,89.89
2602,25.4,75.71
2603,25.4,67.6
2604,25.4,68.1
2605,25.4,63.45
2606,25.4,63.52
2607,25.4,65.24
2608,25.4,80.86
2609,25.4,94.03
2610,25.4,125.24
2611,25.4,128.91
2612,25.4,105.92
2613,25.4,89.89
2614,25.4,79.36
2615,25.4,69.26
2616,25.4,56.01
2617,25.4,47
2618,25.4,44.89
2619,25.4,43.93
2620,25.4,46.53
2621,25.4,58.1
2622,25.4,69.74
2623,25.4,76
2624,25.4,68.3
2625,25.4,60.2
2626,25.4,46.6
2627,25.4,36.6
2628,25.4,10
2629,25.4,-0.1
2630,25.4,-0.1
2631,25.4,3
2632,25.4,50.29
2633,25.4,59.7
2634,25.4,62.23
2635,25.4,63.74
2636,25.4,63.33
2637,25.4,62.87
2638,25.4,61.57
2639,25.4,59.09
2640,25.4,56.49
2641,25.4,55.77
2642,25.4,56.64
2643,25.4,59.65
2644,25.4,61.51
2645,25.4,61.69
2646,25.4,66.1
2647,25.4,64.7
2648,25.4,59.06
2649,25.4,46.54
2650,25.4,34.38
2651,25.4,11.7
2652,25.4,-4
2653,25.4,-5.09
2654,25.4,-4.01
2655,25.4,25
2656,25.4,48.33
2657,25.4,63.74
2658,25.4,79.32
2659,25.4,91.17
2660,25.4,86.84
2661,25.4,84.01
2662,25.4,82.5
2663,25.4,81.85
2664,25.4,70.17
2665,25.4,69.53
2666,25.4,64.4
2667,25.4,63.88
2668,25.4,63.62
2669,25.4,64.43
2670,25.4,60.53
2671,25.4,55.93
2672,25.4,51.12
2673,25.4,26.92
2674,25.4,-22.2
2675,25.4,-24.04
2676,25.4,-7
2677,25.4,-3.79
2678,25.4,-10.03
2679,25.4,4.67
2680,25.4,42.94
2681,25.4,61.98
2682,25.4,87.65
2683,25.4,95.26
